text,coarse label
Vilket land arbetade Kim Philby egentligen för?,LOC
Vad säger Freddy Freeman för att bli kapten Marvel Jr.?,DESC
Vilket land var Hitler kansler för?,LOC
Vad är Rona Barretts gifta namn?,HUM
Hur många år utgör ett lustrum?,NUM
Vad är nära möten av den första och andra typen?,ENTY
Vem är matematikern som vann nobelpriset för litteratur 1950?,HUM
Vilken glamorös skådespelerska är en nära vän till Dick Tracy?,HUM
Vilken Grace Metalious-roman 1956 stod på bästsäljarlistan i två år?,ENTY
Namnge de tre raserna som frigörs av Celestials i Marvel-serier.,HUM
Hur gammal är den italienska konstnären Maurizio Pellegrin?,NUM
Vilken president tog sig ut på joggingvägarna för att förbättra sin atletiska image och kollapsade nästan under loppet bärandes nummer 39?,HUM
Vad är distinktionen på Erle Stanley Gardners The Case of the Terrified Typist?,DESC
Vilken nordamerikansk stad skulle du besöka för att se Cleopatras nål?,LOC
När grundades NFL?,NUM
Var kan jag hitta en Ask En Expert-webbplats?,LOC
Vilken författar-journalist satte sitt prägel beskrivandes färgglada Broadway- och underjordiska karaktärer?,HUM
Vilken amerikansk stat har den lägsta högsta höjden på 6 fot?,LOC
Vad heter invånarna på ön Lesbos?,HUM
Vad är organisationsstrukturen för New Delhi Indira Gandhi flygplats?,ENTY
Vad är det traditionella att göra under misteln vid juletid?,ENTY
Vilken basebollstorhet gjorde lovord för Mr. Coffee?,HUM
Vilket internationellt amatörsportspel sändes för första gången 1956?,ENTY
"Vad är ursprunget till ordet ""amen""?",DESC
Vems bäbis var Sweet Pea i Popeye-serien?,HUM
Var ligger Mile High Stadium?,LOC
Vad letade Baffin| Frobisher och Franklin efter?,ENTY
Vad är limbo?,DESC
Vilken stad innehåller distriktet Hell's Kitchen?,LOC
Vilken intressant metod användes för att visa eftertexterna i de tidiga Popeye-serierna?,ENTY
Vad är stjärnorna gjorda av?,ENTY
Vilken engelsk läkare föddes den 18 januari 1779 och skapade sedan två viktiga uppfinningar?,HUM
Vem försökte Arthur H. Bremer att mörda den 15 maj 1972?,HUM
Hur snabbt måste en rymdfarkost resa för att undkomma jordens gravitation?,NUM
Vilken apostel är Taylor Caldwells Guds stora lejon?,HUM
Hur många ringar finns det på ett bågskyttemål med fem zoner?,NUM
Vilken bedövningsmedel tillät drottning Victoria att användas för födseln av sitt sjunde barn 1853?,ENTY
Vilket element från det periodiska systemet är en gas eller ett fast ämne| men aldrig en vätska?,ENTY
Vad är ett ton?,DESC
Vilken av de stora sjöarna ligger helt inom USA:s territorium?,LOC
Vad är DEET?,ABBR
Vilket företag säljer flest gratulationskort?,HUM
Vilken amerikansk stat har sagebrush som sin statsblomma?,LOC
Vad är Bernoulli-principen?,DESC
Vad är seriefotografen Peter Parkers hemliga identitet?,HUM
Vad är skillnaden mellan en affisch och ett tryck?,DESC
"I vilken sport finns det ett ""scrum""?",ENTY
Vilka är de bästa sätten att förbättra anställdas moral till låg kostnad?,ENTY
Vilken nationalitet har påven Johannes Paulus II?,LOC
Vad är falskt medvetande?,DESC
Hur påverkade den stora depressionen Japans historia?,DESC
Vilken sida ska en bowler som står inför en split 37803 slå 3-stiftet - till vänster eller höger?,ENTY
Var finns några bra utbildningsresurser för föräldrar och lärare?,LOC
Hur många israeliska idrottare dödades vid OS i München?,NUM
"Vilken är whiskeyn ""för människor som vet skillnaden""?",ENTY
När föddes Richard Nixon?,NUM
Vilket landmärke i New York City har 168 steg mot sin krona?,LOC
Var är Bulls basketlag baserat?,LOC
Vilken är den rekommenderade åldern att byta ett barn från en spjälsäng till en säng?,NUM
"Vilken Rockefeller kallades ibland ""JDR3""?",HUM
När är solen närmast jorden?,NUM
Vilka är några kemiska egenskaper hos mendelevium?,DESC
Vad är de genomsnittliga timmarna per månad som AOL-användare spenderar online?,NUM
Vem har Friz Freleng lagt till till Warner Bros. tecknade raden?,HUM
"Vad är urpsrunget till ordet ""sideburns""?",DESC
Rättegångarna från andra världskriget är kända som vad?,ENTY
Vad började 1849 när guld upptäcktes i Sutter's Mill?,ENTY
Vad är ett första världsland?,DESC
Vem var Shakespeares moriska general?,HUM
Vad är det näst högsta berget i världen?,LOC
Vilket land var Erich Honecker ledare för?,LOC
Hur smälter salt is och snö?,DESC
Vilka två japanska städer stavas med bokstäverna K| O| O| T och Y?,LOC
Vad står laser för?,DESC
Vem lärde Matt Murdock att använda sina extraordinära förmågor i Marvel-serier?,HUM
Var fick Wile E. Coyote alltid sina enheter?,LOC
Hur långt borta är månen?,NUM
Vilken berömd film- och TV-cowboy lånade ut sitt namn till en snabbmatskedja?,HUM
Vad är mandibulofacial dysostos?,DESC
Vad var anledningen till att de anglikanska och Vatikanska kyrkorna delades upp?,DESC
Vad är Butterfield 8 i Butterfield 8?,DESC
Vem cyklade berömt för att varna folket i Massachusetts att britterna skulle komma?,HUM
Vad är DTMF?,ABBR
Nämn en film som skådespelerskan| Sandra Bullock| hade en roll i.,ENTY
Vad sprängdes i Lakehurst| New Jersey| den 6 maj 1977?,ENTY
Vem befallde de franska styrkorna i slaget vid Orleans?,HUM
Var kan en individ testa en kontaktlins som brände hela ögonytan när den var ny?,LOC
Vilka länder förbinder Mont Blanc Tunnel?,LOC
Vilket olyckligt fartyg var anförd av Ernst Lehmann?,ENTY
När började Amtrak arbeta?,NUM
Hur många ben finns i människans hand?,NUM
Hur många kemiska element finns det?,NUM
Vilken öststat spirade det första kommersiella kärnkraftverket i USA?,LOC
Vilka är de tre mest befolkade länderna i världen?,LOC
Vem ledde oppositionen när Konrad Adenauer var kansler i Tyskland?,HUM
Vad är den nuvarande befolkningen för dessa länder: Frankrike| Spanien| Italien| Grekland| Österrike| Tyskland| Schweiz| Nederländerna?,NUM
Vilken färg har läppstiftet på Boy Georges vaxläppar hos Londons Madame Tussaud?,ENTY
Vad är ursprunget till godisrör vid jul?,DESC
Vad är varumärket på en kemikalie som används för att kontrollera mogning?,ENTY
Vilken havsskräck sjöng Johnny Horton om?,ENTY
Vilket är världens största kontorsblock?,LOC
Vem förvandlade allt han rörde till guld?,HUM
Vad är den medicinska termen för blodcancer?,ENTY
Vem spelar shortstop för Charlie Browns basebollag?,HUM
Vilket land kallade romarna Hibernia?,LOC
Vem var den mest kända matredaktören för The New York Times?,HUM
Hur många hundar drar en släde i Iditarod?,NUM
Vad kallas en manlig häxa?,ENTY
Hur länge stannar kokain i ditt system?,NUM
Vilka två länder utkämpade hundraårskriget?,LOC
Vem var den sista amerikanska presidenten att återinföra registrering av selektiv tjänst?,HUM
Vilka datum förekommer tjurspringet i Pamplona| Spanien| på?,NUM
Vad hette advokaten som representerade Randy Steven Craft?,HUM
Vad händer med begagnad motorolja?,DESC
Vilket är det vanligaste ordet med 1 bokstav i engelskan?,ENTY
Vilken skådespelares självbiografi är titlad Shelley: Även känd som Shirley?,HUM
Hur många färger var 1940-talets samlarobjekt som kallades en Donald Duck Rubber Boat?,NUM
Hur kom den sjunde inningssträckan igång?,DESC
Vem bodde vid stranden av Gitchee Gumee River?,HUM
Vad kom Tristan tillbaka som?,ENTY
Vilket land kommer att slå år 2 först?,LOC
Vilka färger utgör en regnbåge?,ENTY
Vilket krig kämpade Johnny Reb och Billy Yank i?,ENTY
Vem är sektionschef för vägledning och styrsystem på JPL?,HUM
Vad är Goldfingers förnamn?,HUM
Vilket torg är Londons geografiska centrum?,LOC
Vilka av följande kända personer målar inte som en hobby?,HUM
Vilken är den mest befolkade staden i världen?,LOC
Hur många kannor upptar hyllan bredvid den hukande kvinnan i Edgar Degas målning 1886 The Tub?,NUM
Vad kostar de läkemedel som används vid tuberkulosbehandlingar?,NUM
Vad betyder JESSICA?,ABBR
Vilken berömd slaktning av gangland skar i medlemskapet i Bugs Morans outfit?,ENTY
Ray Charles är mest känd för att spela vilket instrument?,ENTY
Var tillbringade Victor Hugo sin exil?,LOC
Vad handlade Nine Tailors| tv-showen från 1974| om?,DESC
Hur vet den långsträckta mannen att ett mysterium uppstår?,DESC
Vilken mat av de tre björnarna åt Goldilocks?,ENTY
Vad är Boston Kreme?,DESC
Vem ska jag ringa för att få en rundtur på New York Stock Exchange?,HUM
Hur många flygskolor finns det i USA?,NUM
Vilken amerikansk general dog den 1 december 1945 när hans jeep kolliderade med en lastbil?,HUM
Vad är ett prov?,DESC
Vad betyder Ouija?,DESC
Hur många stora nazistledare gick till rättegång efter kriget i Nürnberg?,NUM
Vilken typ av fisk är en kona?,ENTY
Vilken stat kallade Helen Keller hem?,LOC
"Vad hette regissören för filmen ""Jaws""?",HUM
Vilka åtgärder kan vidtas för att förhindra diabetes?,DESC
Vilka var de första orden på ett filmljudspår?,DESC
Vilket år är etsat på Gold Medal of Excellence från Paris-utställningen avbildad på en burk med Campbells tomatsoppa?,NUM
Vilket lands kungliga hus är Bourbon-Parma?,LOC
Vilken film spelade Jude Law i?,ENTY
Vem porträtterade WC Fields i filmen WC Fields and Me?,HUM
Hur såg ceremonitraditionerna ut under den elisabetiska tiden?,ENTY
Vilket college spelade Dikembe Mutombo basket på?,HUM
Vad är en rädsla för att gå och lägga sig?,ENTY
"Var kom ordspråket ""tumregel"" ifrån?",DESC
Varför reser ljud snabbare genom vatten än luft?,DESC
Hur mycket pengar har sultanen i Brunei?,NUM
Vilket land skulle du besöka för att åka skidor i Dolomiterna?,LOC
Vilken månads tredje helg hålls Monterey Jazz Festival?,NUM
"Vad är den ""globala ekonomin""?",DESC
Vem byggde den första framgångsrika akterångbåten?,HUM
Vad är en caul?,DESC
Vem var Hitlers propagandaminister?,HUM
Vem var den första läkaren som framgångsrikt transplanterade en lever?,HUM
Vad betyder teorin om kvantsprång i enklare termer?,DESC
Vad är en benmärgstransplantation?,DESC
Vad är skillnaden mellan en klassisk och en akustisk gitarr?,DESC
Vilken afrikansk huvudstad är namngiven efter en amerikansk president?,LOC
Vad heter ett språk som talas av Sioux?,ENTY
Vilken Medelhavsö är hem till den första Club Med?,LOC
Vad saknar ett ordentligt leende?,ENTY
Vad är en rädsla för svartsjuka?,ENTY
Var hittar man Venus flytfälla?,LOC
Vilken är den största skulpturen i världen?,ENTY
När föddes John D. Rockefeller?,NUM
Vilken byggnad byggd 18 innehåller 327 mil bokhyllor?,LOC
Vad är hembank?,DESC
Vilken William Makepeace Thackeray-roman gjordes till en film av Stanley Kubrick?,ENTY
Vem var advokaten för Randy Steven Craft?,HUM
Hur reproducerar eremitkrabbor?,DESC
Vem anses vara den största tillverkaren av fioler?,HUM
Hur stoppar man skräppost?,DESC
Vilken framtida sovjetisk diktator tränade för att bli präst när han vände sig till marxismen?,HUM
Hur länge gillar James Bond att hans ägg kokas?,NUM
Vilken amerikansk stads silhuett har Gateway Arch?,LOC
Var ligger Belize?,LOC
Vad är det vanliga namnet på ett japanskt dvärgträd?,ENTY
Vad skrev Thomas Paine?,ENTY
Vem stämde företaget Dannon yougurt för att ha använt en karaktär som heter Ron Raider för marknadsföring?,HUM
Vem var den första jockeyen som red två Triple Crown-vinnare?,HUM
Vilken Lewis Carroll-bok introducerade Humpty Dumpty till världen?,ENTY
Vem skrev Brave New World?,HUM
Vilken stat representerar Charles Robb?,LOC
Vad är vattenkraft?,DESC
Hur många människor är längre än 7 fot?,NUM
Vem skrev Osäkert i någon hastighet?,HUM
Hur många öar utgör Antigua?,NUM
Hur fungerar en kulram?,DESC
Vad orsakar rost?,DESC
Vad kallas rädslan för datorn?,ENTY
Vad är en teknik som ofta används för att upptäcka fosterskador?,ENTY
Vilken amerikansk stat har Stone Mountain| världens största massa av exponerad granit?,LOC
Vilken brittisk befälhavare gav sig över till George Washington i Yorktown 1781?,HUM
Vad enligt Kinsey Institute| är den sexuella preferensen hos fyra procent av amerikanska män?,DESC
Vem skapade World Wide Web| WWW?,HUM
Vad kallas proceduren att borra ett hål i din skalle för att uppnå ett högre medvetande?,ENTY
Vad heter presidenten för Garmat USA?,HUM
Vad heter TV-programmet| med Karl Madsen i huvudrollen| som hade San Francisco i titeln?,ENTY
Vem var ledare för det bysantinska imperiet?,HUM
Vem var den första presidenten som utsåg en kvinna som chef för ett kabinett?,HUM
Vad är splatterpunk?,DESC
Vad är xoxoxox ursprung?,DESC
Vem byggde den första pyramiden?,HUM
I vilket sydostasiatiskt land ansluter sig Wangfloden till Ping-floden vid Tak?,LOC
Vilken italiensk stad 155 arbetade Leonardo da Vinci| Michaelangelo och Machiavelli i?,LOC
Vilken färg på tennisbollar används på Wimbledon?,ENTY
Vad heter ett 2-sidigt föremål?,ENTY
Namnge ett franskt fascistparti.,HUM
Namnge den franska historiska perioden under Napoleon IIIs regering.,ENTY
Vilken film har tjänat mest pengar?,ENTY
Vad är tid?,DESC
Hur många stater har ett lotteri?,NUM
Vad är namnet på den största staden i Chile| Sydamerika?,LOC
Vad är du fast i om en haboob sprängs?,ENTY
Hur stor andel barn i åldrarna mellan två och elva ser på 'The Simpsons'?,NUM
Hur många städer finns det i Utah?,NUM
Vilket berömt köttföretag gick i konkurs eftersom det blev känt att underjorden hade sålt dem kängurukött?,HUM
Hur många besökare åker till Vatikanen varje år?,NUM
Vad är befolkningen i Mexiko?,NUM
Hur får du studslera ur tyg?,DESC
Vilken är den bästa webbplatsen för onlinespel?,LOC
"Varför är ordet ""förkortning"" så långt?",DESC
Vilket århundrade började konstens romantiska period?,NUM
Hur många mellanslag följer en period i slutet av en mening?,NUM
Vad är en tvålkaka?,DESC
Vilket år uppfördes Berlinmuren?,NUM
Vad är vikten av en tesked materia i ett svart hål?,NUM
Vad är den ungefärliga vikten för en tesked materia i ett svart hål?,NUM
Vad står MSG för?,ABBR
På vilken aveny ligger det ursprungliga varuhuset Saks?,LOC
Var äger låten Anything Goes rum?,LOC
Var låg den första djurparken i USA?,LOC
Hur långt är det från Yaroslavl till Moskva?,NUM
Vilken är aprils ädelsten?,ENTY
Vad heter den nuvarande påven?,HUM
Vem är nebbishen som är Marvels officiella maskot?,HUM
Vilken pulveriserad läskblandning åkte ut i rymden?,ENTY
Vad presenterade den kinesiska kejsaren till den engelska soldaten Gordon som ett erkännande för sina tjänster för att dämpa uppror?,ENTY
Vad kallas ett av de språk som Sioux talar?,ENTY
Hur många bytes finns i en terabyte?,NUM
"Vem sjöng låten ""Hooked on a Feeling"" i det dansande-baby-avsnittet av ""Ally Mcbeal""?",HUM
På vilka sätt stödde Ivan IV rysk expansion?,ENTY
Ungefär hur mycket väger en tesked materia i ett svart hål?,NUM
Vilket lands flagga är fältgrön?,LOC
Vilken sport är känd för huliganer?,ENTY
Vem var Columbia Pictures-chefen som förfalskade skådespelaren Cliff Robertsons namn på en check på 1000 $?,HUM
Vem var Damocles?,HUM
Vilken sport var den första som sändes i USA?,ENTY
Namnge Dondis adoptivfarfar.,HUM
När var kongressen i Wien?,NUM
"Vad är texten till ""Smelly Cat""?",DESC
Hur mycket folsyra ska en gravid kvinna få varje dag?,NUM
Vilket år tillverkades den första bilen?,NUM
Hur många kolonier fick Tyskland behålla efter första världskriget?,NUM
"Hur många stater har en ""citronlag"" för nya bilar?",NUM
Vems biografi av Maurice Zolotow heter Shooting Star?,HUM
Vilka konserter hålls i New York den här veckan?,ENTY
I filmen Groundshog Day| vad heter karaktären som spelas av Andie MacDowell?,HUM
Vilka är kraven för att bli medborgare i Australien?,DESC
Hur gammal är Benny Carter?,NUM
Vilka är de topp tio NFL-lag på att tjäna pengar all-time?,HUM
Vad var håriga sedlar i pälshandeln?,ENTY
Var kan jag läsa om Chiang Kai-shek?,LOC
Vad är idealab!?,DESC
Vilket land gränsar mest till andra?,LOC
Vad står E för i ekvationen E = mc2?,ABBR
Vilken flod rinner genom Colorado| Kansas och Oklahoma?,LOC
Vilket flygplan kapade Fawaz Younis?,ENTY
Vad är Win Rah?,DESC
Varför är månen olika storlekar och färger?,DESC
Vilket college upplivar Hanover| New Hampshire?,HUM
Vad står VCR för?,ABBR
Hur nära en kusin var Franklin D. till Theodore Roosevelt?,DESC
Namnge en roman skriven av John Steinbeck.,ENTY
Vem var den första amerikanska medborgaren som tilldelades Albert Medal of the Society of Arts?,HUM
Vilken läkare är synonym med skor och fotvård?,HUM
Hur flyter båtar?,DESC
Vilka är skostorlekarna för O'Neal| Jordan och Mutombo| NBA-spelarna?,NUM
Vem grundade Unification Church?,HUM
Hur många nollor finns det i en biljon?,NUM
Vad hette Krim-mötet mellan Roosevelt| Churchill och Stalin?,ENTY
Vad kallas de enda spelarna som är berättigade att göra poäng i Roller Derby?,HUM
Vad är statistiken för berusade förare i Maryland?,NUM
Vilken misslyckad amerikansk general drog en bullterrier som heter Willie genom andra världskriget?,HUM
Vad är poängen för en basebollmatch som ges upp?,NUM
Varifrån kommer tuberkulos?,LOC
Vem uppfann gräsklipparen?,HUM
Var kan jag hitta texter till R&B?,LOC
Vad heter David Lettermans hund?,ENTY
Vilken amerikansk senator spelade en gång basket för New York Knicks?,HUM
Vad är titlarna på några R-Rated Sony Playstation-spel?,ENTY
Vilket spelkort symboliserar döden?,ENTY
Vad är en urban legend?,DESC
Vad är Li'l Abners efternamn?,HUM
Hur många frihetsklockor har det funnits?,NUM
Vilka två länder skiljs åt av Beringsundet?,LOC
Vad är Smartnet?,DESC
Vad är en synonym för aspartam?,ENTY
Jackson Pollock är av vilken nationalitet?,LOC
Vad är vermicilli| rigati| zitoni och tubetti?,DESC
"Namnge produkten som är """"hos din livsmedelsbutik| till hands.""""",ENTY
"Vilken arkitekt gav upphov till glashuset| designade Chicago Federal Center| hade en filosofi om """"less is more""""| och producerade planer som var föregångaren till ranchhuset i Kalifornien?",HUM
Hur många ryssar har landat på månen?,NUM
Vad fick smaklökar att rysa till först - Snickers eller 3 musketerer?,ENTY
Vilket djur kommer buffelvingar från?,ENTY
Vad är syftet med SysRq-tangenten på mitt datortangentbord?,DESC
När fick Franklin D. Roosevelt polio?,NUM
Hur får du reda på vad som är tillåtet att ansöka som ett bidrag för inkomstskatt?,DESC
Hur bygger man en solbil för ett gymnasieexperiment?,DESC
Var på Internet kan jag få kemikalieimportörer?,LOC
Vilket var det första landet som satte en andra kvinna i rymden?,LOC
Vad var John Gabel Entertainer med 24 skivor det första exemplet på 1960?,ENTY
Vad är det feodala systemet?,DESC
Vem delade en lägenhet i New York City med Roger Maris året då han slog 61 home runs?,HUM
Vad är den geografiska termen för en kontinents nedsänkta kant?,ENTY
Vilket fängelse finns i Ossining| New York?,LOC
Vilket land har förklarat en femtedel av sitt territorium förbjudet för ryssar?,LOC
Vilken är den huvudsakliga tillämpningen av natriumhydrosulfit?,DESC
Nämn berättelsen av Chris Van Allsburg där en pojke försöker bli en stor sjöman?,ENTY
Vilka är komponenterna i polyester?,ENTY
"Vilken produkt har en groda som säger ""dig'em""?",ENTY
Vem är chefen för mellanstatliga frågor i San Diego County?,HUM
Vilken Hall of Fame-kastare startade tre World Series-spel för New York Yankees 1962?,HUM
Vilken är den längsta floden i USA?,LOC
Vad står kanalen ESPN för?,ABBR
Vilken flod ligger Windsor Castle på?,LOC
Vilket är det bästa varumärket för en bärbar dator?,ENTY
Var ligger Natchitoches| Louisiana?,LOC
Vad betyder spetsiga bokstäver för en handskriftsanalytiker?,DESC
Vilket politiskt parti är Sinn Fein en del av?,HUM
Vad kallades Franklin Roosevelts program för ekonomisk återhämtning under den stora depressionen?,ENTY
Vad är namnet på en grekisk gud?,HUM
Vad är huvudstaden i Taiwan?,LOC
Vad började engelsmannen John Hawkins sälja till New World-kolonister 1562?,ENTY
Vad är startlönen för nystartade advokater?,NUM
Vad hette mannen som dödades i en duell med Aaron Burr?,HUM
Vad uppfann Louis Cartier för flygaren Santos Dumont 1940?,ENTY
Hur kommer gasavgiften i Kalifornien att bli år 2000?,NUM
Vilken stad betjänas av Tempelhol Airport?,LOC
Vem regisserade den första Woody Woodpecker-tecknade filmen?,HUM
CNN är en förkortning för vad?,ABBR
Vad är ursprunget till namnet Igor?,DESC
Vilken var den första Gilbert- och Sullivan-operan?,ENTY
Vilka två historiska figurer| som kämpade med varandra i en berömd strid| har var och en en mat uppkallad efter sig?,HUM
Var i USA bor människor längst?,LOC
Vilket land 1998 hade flest självmord oavsett befolkningsstorlek?,LOC
Vad är priset för tuberkulosläkemedel?,NUM
Vad var den första minimilönen?,NUM
Vad är skillnaden mellan ett college och ett universitet?,DESC
Vilket ämne gav Joseph Priestley namn för sin förmåga att radera pennmärken?,ENTY
"Vilka är gränserna för ""självförsvar?",DESC
Hur kan jag få min produkt licensierad av NBA?,DESC
"Vilken snabbmat tillagas med en ""hemlig blandning av 11 örter och kryddor?",ENTY
Vilken effekt har ett prisma på ljus?,DESC
Hur många bodde i Nebraska i mitten av 1900-talet?,NUM
Vad är piratkopiering av programvara?,DESC
Vilket år släpptes Janet Jacksons första album?,NUM
Hur beräknar man förändringen i entalpi av en kemisk reaktion?,DESC
"Namnet på hjältinnan i ""Skruplar""?",HUM
Hur många filmer har Drew Barrymore varit i?,NUM
Vilken TV-karaktär fick en häst som heter Thunder?,HUM
Vad är några barnrättigheter?,DESC
Vad heter planeten som Ewoksna lever på?,LOC
Vilken basebollspelare var känd som Charley Hustle?,HUM
Vem dödade Lee Harvey Oswald?,HUM
Vad är symbolen för stjärntecknet Tvillingarna?,ENTY
Vem var Red Grange?,HUM
Vilket hockeylag spelade Wayne Gretzky för?,HUM
Vilken serie rättegångar följde andra världskriget?,ENTY
Vilken Ivy League-skola spelar sina hemmamatcher på Palmer Stadium?,HUM
Vem uppfann faxmaskinen?,HUM
Hur bred är Atlanten?,NUM
Hur renas grundämnet strontium?,DESC
Vad kallades den åttonde dagen efter Nones i varje månad i den romerska kalendern?,ENTY
"Vem skrev dikten som börjar ""Jag älskar dina läppar när de är våta av vin och röda av en varm önskan""?",HUM
Vilken sångares temasång var When the Moon Comes over the Mountain?,HUM
Hur reser Peabody och Sherman genom tiden?,DESC
Vem var Santos-Dumont?,HUM
Hur många meter är det på en mil?,NUM
Vad är en rädsla för pengar?,ENTY
Ungefär hur många soldater dog under andra världskriget?,NUM
Vem är Rockys och Bullwinkle förlorade vän?,HUM
Vem är Robin Williams?,HUM
Vem trodde att han aldrig skulle se en dikt så underbar som ett träd?,HUM
"Vem skapade ""The Muppets""?",HUM
Hur gör man dumplings?,DESC
Vilken himmellegeme har en diameter på 864 000 mil?,LOC
Operativsystemet som körs på IBM-kompatibla maskiner heter vad?,ENTY
Vilken var polisavdelningen i Ventura County som beslagtagit länets största mängd kokain någonsin?,HUM
Vad heter Family Circus hund?,ENTY
Vad postade Martin Luther på kyrkodörren i Wittenberg?,ENTY
Vad betyder namnet Kathryn?,DESC
Namnge en av hinduismens största gudar.,HUM
Vilket land gränsar Danmark i söder?,LOC
Vad ska du göra för en vrickad fotled?,DESC
Vad sjönk 1313 fot 1980?,ENTY
Vad heter vaccinet mot vattkoppor?,ENTY
Vilka två amerikanska biokemister vann Nobelpriset i medicin 1992?,HUM
Vilket skivbolag bildades av Herb Alpert och Jerry Moss?,HUM
Var hittar du svaren på alla dessa frågor?,LOC
Vad är termisk jämvikt?,DESC
Vad är en term för beteende| utseende eller uttryck som strider mot de accepterade normerna för sexuell moral?,ENTY
Vilken snabbmatsmagnats initialer prydde San Diego Padres baseballuniformers vänstra ärm 1984?,HUM
"Vad är ursprunget till typsättningen ""Nu är det dags för alla goda män att hjälpa sitt land""?",DESC
Hur många nervceller finns i den mänskliga hjärnan?,NUM
Vad är en rädsla för reptiler?,ENTY
Vad publicerar Knight Ridder?,ENTY
Vilken stad ligger KDGE Radio i?,LOC
Vad kan man se i Reims?,ENTY
Hur bestäms en bödel?,DESC
Vilken stad mördades Bobby Kennedy i?,LOC
Vad är det högsta möjliga budet i Contract Bridge?,ENTY
Vad är det medicinska tillståndet för högt blodtryck?,DESC
Vilket museum i London har en Chamber of Horrors?,LOC
Vilken stad betjänas av McCarren Airport?,LOC
Hur många sjöar finns det på jorden?,NUM
Vad är Doegs?,DESC
Vem mer övervägdes för rollen som Luke Skywalker när George Lucas rollsatte till Star Wars?,HUM
Hur länge lever en fluga?,NUM
Vilka två stora världsreligioner började i Indien?,ENTY
Hur många pund är det på sten?,NUM
Vilken typ av förgiftning kallas plumbism?,ENTY
"Vad är den största källan till ""vit"" magi i Marvel Universe?",ENTY
Hur hittar jag om mina släktingar var på tårspåret?,DESC
Vilken mängd folsyra ska en blivande mamma ta dagligen?,NUM
Hur väljer man vin?,DESC
Vem var kungen som undertecknade Magna Carta?,HUM
Hur många mil är det från Frankfurt| Tyskland till Salzburg| Österrike?,NUM
Hur många stolar visas i Vincent Van Goghs 1880-konstverk The Artist's Room in Arles?,NUM
Vad är rädsla för stick?,ENTY
Jude Law var i vilken film?,ENTY
Vilken stat vid Mexikanska golfen har sin lägsta punkt fem meter under havsytan?,LOC
Vad hette Robert Fultons mest kända ångbåt?,ENTY
Var hittar jag ett ärende om Americans with Disabilities Act of 199?,LOC
Vem är Indiens ledare?,HUM
Vem är den profet som är mest kopplad till Döda havet?,HUM
Vilka är chanserna för graviditet om penis inte tränger in i slidan?,NUM
Vad är infomatics?,DESC
Vad är syftet med BIOS?,DESC
Var är Keck-teleskopet?,LOC
Vad heter barnshowen från Canadian Public TV med den sjungande ananasen?,ENTY
Var ligger lägenheterna i Saint John| New Brunswick?,LOC
"Vem skrev ""The Pit and the Pendulum""?",HUM
Vilket land ägde Mau Mau-upproret rum i?,LOC
Vad är några bra medicinska webbplatser för information?,LOC
Vad stjäl en återuppståndare?,ENTY
Varför lämnade advokatbyrån Shea & Gould Los Angeles?,DESC
Vilken är den bästa konst- och designskolan i världen?,HUM
Vilka två grönsaker kombineras i succotash?,ENTY
Vem är Incredible Hulk i verkligheten?,HUM
Vad står NASA för?,ABBR
Vilken smittsam sjukdom dödar flest människor världen över?,ENTY
Vilken månad sjönk Edmund Fitzgerald?,NUM
Vilka tillverkare finns det i Texas?,HUM
Vilka är Mexikos och Indonesiens presidenter?,HUM
Vem spelade Al Jolson i Jolson Story?,HUM
Vad är en gris i en poke?,DESC
Var hölls sommar-OS 1996?,LOC
Var ligger Las Vegas?,LOC
Namnge det land Honecker bodde i.,LOC
Vilken amerikansk stat ligger Finger Lakes i?,LOC
Vad är en cullion?,DESC
Vilka är de tio säkraste amerikanska städerna för fotgängare?,LOC
Vilken tv-detektiv spelade Craig Stevens?,HUM
Vilka är de vanligaste dödsorsakerna i USA?,DESC
Var kan jag hitta en bild av en Blue Meanie?,LOC
Vilket universitet sparkade Angela Davis?,HUM
Vilken amerikansk stat lämnar Continental Divide för Kanada?,LOC
Under de senaste åtta åren vilka har MVP-spelarna för NHL varit?,HUM
Vilken typ av firande| rädsla| fanns det 999 e.Kr.,ENTY
Vem spelade Emperor Palpatine i Star Wars?,HUM
Vad heter Wilkes-plantagen i Gone with the Wind?,LOC
Varför är universum platt| om det började med en explosion| borde det inte vara en sfär?,DESC
Var är USA:s statistiska sammanfattning online?,LOC
Vad är barnstorming?,DESC
Vilket är det dummaste tama djuret?,ENTY
Vilken betydelse hade Magellan?,DESC
När byggdes Brandenburger Tor i Berlin?,NUM
Vad måste jag göra för att få bra betyg i skolan?,DESC
Vems män har inkluderat Conrad Hilton Jr. och Michael Wilding?,HUM
"Vad står siffran ""5"" för på FUBU-kläder?",ABBR
Vem är kung i Alley Oops hem för Moo?,HUM
Vilka fyra smaker kan en människa skilja på?,ENTY
"Vilket är ""flygbolaget byggt för professionella resenärer""?",HUM
Vilka två fartyg utkämpade den första sjöstriden mellan järntäckta fartyg?,ENTY
Hur mycket av silverproduktionen tillverkas av oberoende silversmeder?,NUM
Hur stor andel av silverproduktionen görs av oberoende silversmeder?,NUM
"Vad är ursprunget till termen ""buffalo wings"" som används som ett menyalternativ i barer över hela landet för kycklingvingar i en kryddig sås?",DESC
Vilket datum är Boxing Day?,NUM
Hur många tum är Stuart Little vid födseln?,NUM
