text,verbose label,coarse label,fine label
"Vilken var den första TV-apparaten som innehöll en fjärrkontroll?",ENTY:other,3,17
"Namnge företaget som använde raden "Till och med din bästa vän kommer inte att berätta" i sin annons?",HUM:gr,1,29
"Vilken första hjälpenprodukt "Hjälper den skadade att sluta skadas"?",ENTY:product,3,19
"Hur skadar ultraviolett ljus DNA i hudceller?",DESC:manner,2,4
"Vad var domen i rättegången mot Lizzie Borden?",DESC:desc,2,3
"Vilken amerikansk president hade svåger i den konfedererade armén?",HUM:ind,1,30
"Vem är drottningen av Holland?",HUM:ind,1,30
"Vad betyder det grekiska ordet polis, som i Minneapolis?",DESC:def,2,2
"Var kan jag hitta detaljerad information om Manchukuo?",LOC:other,0,35
"Vilken skådespelare lärde sig spela saxofon och tala ryska för en roll i en film?",HUM:ind,1,30
"Vem säger "Om du inte ser bra ut ser vi inte bra ut"?",HUM:ind,1,30
"Vem var statssekreterare under Nixon-administrationen?",HUM:ind,1,30
"Hur mycket pengar får varje spelare i början av spelet i Monopol?",NUM:money,5,41
"Var ligger GUM varuhuset?",LOC:other,0,35
"Vad är den bokstavliga innebörden av "D-DAY"?",DESC:def,2,2
"Vilken stat fick namnet Green Mountain-staten?",LOC:state,0,36
"Vad bär spermier upp till bäckenområdet?",ENTY:body,3,7
"Vilket år introducerades bankomaten först?",NUM:date,5,39
"Vilka är alla de södra staterna i USA?",LOC:state,0,36
"Vem är Johnny Carson?",HUM:desc,1,28
"Vad motsvarar 7847 + 5943?",NUM:other,5,43
"Vilken bok har undertexten Bevarandet av favoriserade raser i kampen om livet?",ENTY:cremat,3,9
"Varför håller vattkopporna så länge?",DESC:reason,2,5
"Vilka advokater arbetar för Center for the Defense of Free Enterprise?",HUM:ind,1,30
"Hur kom USA i besittning av ett imperium i kölvattnet av det spansk-amerikanska kriget?",DESC:manner,2,4
"Vad är Dick Clarks födelsedatum?",NUM:date,5,39
"Vad betyder namnet "Sheri"?",DESC:def,2,2
"Vilken är den enda primaten som saknar pigment i handflatorna?",ENTY:animal,3,6
"Hur många lika sidor finns det i en skalantriangel?",NUM:count,5,38
"Var gick Bill Gates på college?",LOC:other,0,35
"Vilken konstellation kallas The Water Bearer?",LOC:other,0,35
"Vilken berättelse har moral: "Den som vill ha allt får inget"?",ENTY:cremat,3,9
"Vilket amerikanskt universitet har det största biblioteket?",HUM:gr,1,29
"Vilket år skapades den tecknade karaktären Chilly Willy?",NUM:date,5,39
"Hur ser japanska skoluniformer ut?",DESC:desc,2,3
"Namnge en tidning i Salt Lake City.",ENTY:cremat,3,9
"Var kan jag hitta historien om det taiwanesiska språket?",LOC:other,0,35
"Vilken stat ligger Mount McKinley i?",LOC:state,0,36
"Hur svarade människor på idén om det första årtusendet?",DESC:manner,2,4
"Vilken klassisk spansk författare sa "Allt som glittrar är inte guld"?",HUM:ind,1,30
"Vad är swapmatematik?",DESC:def,2,2
"Vad är hypnoterapi?",DESC:def,2,2
"Vad är RCD?",ABBR:exp,4,1
"Hur stor är Missouris befolkning?",NUM:other,5,43
"Vilka katter förföljde Tweety Pie i hans första tecknade framträdande?",ENTY:animal,3,6
"Vad är den bibliska innebörden av 'stenar'?",DESC:def,2,2
"Vilken organisation är säkerhetsrådet en del av?",HUM:gr,1,29
"När utvecklades förbränningsmotorn?",NUM:date,5,39
"Hur kan jag ta reda på min biorytm?",DESC:manner,2,4
"Vem målade "Mjukt självporträtt med grillat bacon"?",HUM:ind,1,30
"Vilket företag marknadsför ett schampo "endast för brunetter"?",HUM:gr,1,29
"Vad är en rädsla för att röra vid?",ENTY:dismed,3,11
"Vad är namnet på det största vattenskyddsprojektet i Kina?",ENTY:event,3,12
"Vem dödade Caesar?",HUM:ind,1,30
"Var ligger Kings Canyon?",LOC:other,0,35
"Vilka är orden på låten som sjungs av "Banana in Pyjamas"?",DESC:desc,2,3
"Varför är organtransplantationer mer framgångsrika idag?",DESC:reason,2,5
"Vilket är det mest använda datorprogrammet?",ENTY:cremat,3,9
"Vad är roten till allt ont?",DESC:desc,2,3
"Vilket djur har bäst hörsel?",ENTY:animal,3,6
"Vilken tid kör Wee Willie Winkie genom staden?",NUM:date,5,39
"Vilket kapitel i Gone with the Wind har Rhett Butler lämnat Scarlett O'Hara?",NUM:ord,5,42
"Vilken summa pengar stal den filippinska ex-diktatorn Marcos från statskassan?",NUM:money,5,41
"Vilken film hade Shirley MacLaine som prostituerad och Jack Lemmon som hallick?",ENTY:cremat,3,9
"Vad är en rädsla för att dricka?",ENTY:dismed,3,11
"Vilket asiatiskt land glädde sig en gång över cricketkampens sport?",LOC:country,0,33
"Hur många sorters äpplen finns det?",NUM:count,5,38
"Vem är greve Cinzano?",HUM:desc,1,28
"Vem har vunnit flest Oscar för kostymdesign?",HUM:ind,1,30
"Vilken Ernest Hemingway-roman hade arbetstiteln Fiesta?",ENTY:cremat,3,9
"Vilken färg på Monopol-fastigheter landas oftast på?",ENTY:color,3,8
"Vilket Beatles-skivomslag hedrar Rolling Stones?",ENTY:cremat,3,9
"Varför snöar det?",DESC:reason,2,5
"Vad är den genomsnittliga livslängden för en man i Irland 1996?",NUM:period,5,45
"Vad är "Vocal Sampling"?",DESC:def,2,2
"Hur fungerar väderkvarnar?",DESC:manner,2,4
"Vilket fartyg brann och sjönk i Hongkongs hamn?",ENTY:veh,3,26
"Vilken stad ligger nära Amazonas mynning?",LOC:city,0,32
"Vilken USA:s vice ordförande förklarade en gång: ""Om du har sett en slum, har du sett dem alla""?",HUM:ind,1,30
"Vem skrev The Red Badge of Courage?",HUM:ind,1,30
"Vilka pengar använde de?",ENTY:currency,3,10
"Vilken färg, visas på lådor med Kodak-film?",ENTY:color,3,8
"Var bodde inuiterna?",LOC:other,0,35
"Vad är ursprunget till ordet trigonometri?",DESC:desc,2,3
"Vad är Compaqs uppdrag?",DESC:desc,2,3
"Vad hette det 1899-beslut som tvingades mot Kina genom vilken alla nationer hade samma handelsrätt?",ENTY:other,3,17
"Vilken brittisk monarks knä satt PT Barnum Tom Thumb i?",HUM:ind,1,30
"Hur dog Rocky Marciano?",DESC:manner,2,4
"Vem uppfann vägtrafikkonen?",HUM:ind,1,30
"Vad heter Joan Jetts band?",HUM:gr,1,29
"Vilka av följande personer är inte associerade med Andy Warhol?",HUM:ind,1,30
"Vad får Visine ut?",ENTY:other,3,17
"Vilken civilisation uppfann bågen?",HUM:gr,1,29
"Vad är några roliga saker att göra i Cozumel, Mexiko för tonåringar?",DESC:desc,2,3
"Vad är ett exempel på ett berömt rockband från sextiotalet?",HUM:gr,1,29
"Vilket tidigare kungligt palats har fungerat som kornkammare, fängelse, arsenal, spetälskakoloni, mynta, telegrafstation och bordell innan det blev ett konstmuseum?",LOC:other,0,35
"Var var "Jag har fallit och kan inte gå upp" sagt först?",LOC:other,0,35
"Vilket presidentens spöke sägs hemsöka Vita huset?",HUM:ind,1,30
"Vad heter Jacks ursprungliga rumskompisar på Three's Company?",HUM:ind,1,30
"Vad är definitionen av Hazmat?",DESC:def,2,2
"Hur många URL-tillägg finns det? och vilka är de?",NUM:count,5,38
"Var gjorde Wright-bröderna sin första resa?",LOC:other,0,35
"Vem vann slaget vid Gettysburg?",HUM:ind,1,30
"Vad får du genom att blanda gin och vermouth?",ENTY:food,3,13
"Namnge de två ungdomarna som räddades av den animerade Moby Dick.",HUM:ind,1,30
"Vem var kaptenen för tankfartyget, Exxon Valdez, inblandad i oljeutsläppet i Prince William Sound, Alaska, 1989?",HUM:ind,1,30
"Vilken är den snöigaste staden i USA?",LOC:city,0,32
"Vad är Crabgrass?",DESC:def,2,2
"Vilken bok börjar med: ""I en viss by i La Mancha, som jag inte ska namnge ...""?",ENTY:cremat,3,9
"Vem är Stephen Hawking?",HUM:desc,1,28
"Vad står SHIELD för?",ABBR:exp,4,1
"Hur säger du "Jag älskar dig" på andra språk?",ENTY:termeq,3,25
"Vad är Gay Science?",DESC:def,2,2
"Varför är Jane Goodall känd?",DESC:reason,2,5
"Vad är heliums kemiska reaktivitet?",NUM:other,5,43
"Namnet på skådespelaren som spelade detektiven i filmen Kindergarden Cop är vad?",HUM:ind,1,30
"Vad är huvudorsaken till att elbilar inte kan vara populära idag?",DESC:reason,2,5
"Vad är skillnaden mellan optisk och digital video?",DESC:desc,2,3
"Vilken klausul i USA:s konstitution får inte ändras, korrigeras eller göras tillägg i?",DESC:desc,2,3
"Vad är nytt i postvärlden 1999?",DESC:desc,2,3
"Vilken skådespelare kom till middag i Guess Who's Coming to Dinner?",HUM:ind,1,30
"Vad är skillnaden mellan anus och ändtarmen?",DESC:desc,2,3
"Vad är en guild?",DESC:def,2,2
"Vad är skillnaden mellan college och forskarskola?",DESC:desc,2,3
"Hur ändrar jag en fil från en ART-fil till en JPEG- eller Bitmap-fil?",DESC:manner,2,4
"Vad försöker Franz Kafka berätta för oss i den korta berättelsen "En lantdoktor"?",DESC:desc,2,3
"Vilken ingenjör uppfann dragfliksburken?",HUM:ind,1,30
"Vilken sydamerikansk huvudstad är världens högsta?",LOC:city,0,32
"Vad är texten till Star Spangled Banner?",DESC:desc,2,3
"Namnge ett inbördeskrigsslagfält.",LOC:other,0,35
"När planterar du vintervete?",NUM:date,5,39
"Vad gör en kompass i yttre rymden?",DESC:desc,2,3
"Hur många län finns i Indiana?",NUM:count,5,38
""Vilket college gick Dikembe Mutombo på?",HUM:gr,1,29
"Vem var den första skådespelerskan som dök upp på en frimärke?",HUM:ind,1,30
"Vem var den första svarta kvinnan som spelade i Folies Bergeres?",HUM:ind,1,30
"Vilken Aesops fabel har moralen: "Loppet är inte alltid snabbt. Långsamt och stadigt kommer att vinna"?",ENTY:cremat,3,9
"Vilken berömd landremsa är en 15-minuters båttur över den venetianska lagunen från Venedig?",LOC:other,0,35
"Hur behandlas vatten för att göra det säkert att dricka?",DESC:manner,2,4
"Vad är en vätebindning?",DESC:def,2,2
"Vad är växelkursen mellan England och USA?",NUM:money,5,41
"Vad vill en kvinna ha?",ENTY:other,3,17
"Vad är skyddsgraden av kondomer?",NUM:other,5,43
"Vad är förkortningen för kommanditbolag?",ABBR:abb,4,0
"Vilken kontinent har flest rosor?",LOC:other,0,35
"Vilken rysk roman som omfattar mer än 5 karaktärer utspelas under Napoleonskriget?",ENTY:cremat,3,9
"Hur skriver man en korrekt kritisk analys av en dikt?",DESC:manner,2,4
"Hur kontrollerar jag om mitt modem är v.9-kompatibelt?",DESC:manner,2,4
"Vilken är din favoritfärg?",ENTY:color,3,8
"Vilket är det längsta kemiska namnet, bestående av 35 bokstäver?",ENTY:other,3,17
"Hur många hörn har ett spritsail?",NUM:count,5,38
"Vilken flaskad TV-karaktär föddes i Bagdad?",HUM:ind,1,30
"Vad är en multiplexer?",DESC:def,2,2
"Vilket kreditkort har en centurion på sig?",ENTY:other,3,17
"Vilka är de fyra största bergskedjorna på den asiatiska kontinenten?",LOC:mount,0,34
"Vad är Poconos?",DESC:def,2,2
"Vad betyder caliente på engelska?",DESC:def,2,2
"Vad är Jane Goodall känd för?",DESC:reason,2,5
"Vad är Nikes uppdrag?",ENTY:event,3,12
"Vad är talassemi?",DESC:def,2,2
"Hur långt kan du se?",NUM:dist,5,40
"Vilken kärnkraftsdriven rysk ubåt sjönk i Norska havet den 7 april 1989?",ENTY:veh,3,26
"Varför kan du inte känna smak när du är förkyld?",DESC:reason,2,5
"Var i Bibeln berättas det om Jesu Kristi bröder och systrar?",LOC:other,0,35
"Vilket land har den sydligaste punkten på kontinentaleuropa?",LOC:country,0,33
"När trodde Nostradamus att tredje världskriget skulle börja?",NUM:date,5,39
"Vad är så kraftfullt med Power Bars?",DESC:desc,2,3
"Vad kallar japanerna Japan?",ENTY:termeq,3,25
"Vilket land var Brian Boru en kung i under 1100-talet?",LOC:country,0,33
"Vad händer när en kroppsdel somnar?",DESC:desc,2,3
"Vilket engelskt ord har flest bokstäver?",ENTY:word,3,27
"Vilken film slutar med raden: "This is Mrs. Norman Maine"?",ENTY:cremat,3,9
"Vem ställde den musikaliska frågan: "Har du någonsin varit i elektriska damlandet?",HUM:ind,1,30
"Vem skrev: "Dikter skapas av dårar som jag men bara Gud kan skapa ett träd"?",HUM:ind,1,30
"Vilken är Junis födelsesten?",DESC:def,2,2
"Var hölls det sjätte årsmötet för Indonesien-Malaysia skogsexperter?",LOC:other,0,35
"Varför ber vi om "check" och inte om räkningen på en restaurang?",DESC:reason,2,5
"Vem spelade rollen som Gudfadern i filmen 'Gudfadern'?",HUM:ind,1,30
"När byggdes Londons Docklands Light Railway?",NUM:date,5,39
"Vem uppfann Wonderbra?",HUM:ind,1,30
"Vad är urpsrunget till ordspråket "En söm i tid sparar nio"?",DESC:desc,2,3
"Vilken stats huvudstad kommer sist alfabetiskt?",LOC:city,0,32
"Varför är Thanksgiving på en torsdag?",DESC:reason,2,5
"Hur fungerar telefoner?",DESC:manner,2,4
"Vilken är den viktigaste grönsaken i vichyssoise?",ENTY:food,3,13
"Hur länge varade rättegången mot Charles Manson?",NUM:period,5,45
"Hur lång tid tar det för ditt blod att göra en hel resa genom kroppen?",NUM:period,5,45
"Vem äger St. Louis Rams?",HUM:ind,1,30
"Var är den tidigare Pro-brottaren Johnny "Rubber Man" Walker?",LOC:other,0,35
"Vilken öl säger oss, "Ta tag i allt du kan få."?",ENTY:food,3,13
"Var ligger USA:s geografiska centrum inklusive Alaska och Hawaii?",LOC:other,0,35
"Vilken sida av ansiktet tenderar de flesta artister att visa mer av i självporträtt?",ENTY:other,3,17
"Vad är diabetes?",DESC:def,2,2
"Vilket fenomen kan du förvänta dig att läsa om i den månatliga publikationen The Bigfoot News?",ENTY:event,3,12
"När tror MORMONS att Kristus föddes?",NUM:date,5,39
"Vilket år föddes skådespelerskan Joan Collins?",NUM:date,5,39
"Vad är rädsla för straff?",ENTY:dismed,3,11
"Vad är genomsnittlig lön för restaurangchef i USA?",NUM:money,5,41
"Vilken serietidning har ibland en postbärare som heter Beasley?",ENTY:cremat,3,9
"Vilken enhet skapade ett nytt sätt att lyssna på musik 1963?",ENTY:other,3,17
"Vad äter ett barn mitt i, och sparar chokladen på utsidan till sist?",ENTY:food,3,13
"Hur lång tid tar det i genomsnitt att skriva ett manus?",NUM:period,5,45
"Vad står förkortningen IOC för?",ABBR:exp,4,1
"Vad är ett kort ton?",DESC:def,2,2
"Hur länge inkuberar kardinalägg?",NUM:period,5,45
"Vilka två kroppsdelar växer hela ditt liv?",ENTY:body,3,7
"Vilken kirurg i Texas utförde den första artificiella hjärttransplantationen?",HUM:ind,1,30
"Vilket land har hamnen i Haifa?",LOC:country,0,33
"Vad är huvudingrediensen i yoghurt?",ENTY:substance,3,22
"Vad är receptet på Eggs Benedict?",ENTY:food,3,13
"Vad är adressen till huvudkontoret för regeringen i Rom, Italien?",LOC:other,0,35
"Vilken är den största amerikanska jordbruksgrödan i vikt?",ENTY:food,3,13
"Vad är den elektroniska enheten som används för att producera visuella displayer som motsvarar elektriska signaler?",ENTY:other,3,17
"Vad är guldförsegling?",DESC:def,2,2
"Vem gjorde flest framträdanden på centraltorget på Hollywood Squares?",HUM:ind,1,30
"Vilken är den förlorade kolonin?",DESC:def,2,2
"Vad är den kemiska sammansättningen av en Barbie?",ENTY:substance,3,22
"Hur många av var tionde medlemm i Rodeo Cowboys Association har aldrig arbetat på en ranch?",NUM:count,5,38
"Vilken butik påstår sig vara världens största varuhus?",HUM:gr,1,29
"Vad heter linsen bakom iris i ögat?",ENTY:termeq,3,25
"Vad är Tetrinet?",DESC:def,2,2
"Vilken "underbara" basebollspelare från stora ligan är nu talesman för ett ölföretag?",HUM:ind,1,30
"Vad är det längsta engelska ordet som kan bildas med bara den första bokstavsraden på en skrivmaskin?",ENTY:word,3,27
"Vad är Chiricahua namnet på?",ENTY:termeq,3,25
"Vad heter den gröna sorten av beryl?",ENTY:termeq,3,25
"Vad hette kapten Blighs skepp?",ENTY:veh,3,26
"Vilket är tyngre - grädde eller mjölk?",ENTY:food,3,13
"Vem sa "det enda vi måste frukta är själva rädslan"?",HUM:ind,1,30
"Var ligger Rumänien?",LOC:other,0,35
"Hur många filmer görs av de stora studiorna på ett år?",NUM:count,5,38
"Hur många småföretag finns det i USA?",NUM:count,5,38
"Vilken ålder är Benny Carter?",NUM:period,5,45
"Hur rengör du en LCD-skärm?",DESC:manner,2,4
"Vilken stad grundade mormonerna som sitt huvudkontor 1847?",LOC:city,0,32
"Vad är amezaiku?",DESC:def,2,2
"Vilka två länder är kopplade till Brenner Pass?",LOC:country,0,33
"Vilka nya spel finns tillgängliga för Nintendo 64?",ENTY:sport,3,21
"Mississippi har vilket namn för ett statligt smeknamn?",LOC:state,0,36
"Vad är den dominerande färgen på Tab-etiketten?",ENTY:color,3,8
"Vilken amerikansk stad döptes efter St Francis of Assisi?",LOC:city,0,32
"Hur många megawatt kommer kraftprojektet i Indonesien, byggt av ett konsortium med USA:s Mission Energy, att producera?",NUM:count,5,38
"Vad är definitionen av "chancery" -fil i fastigheter?",DESC:def,2,2
"Vilka är de sexigaste kvinnorna i världen?",HUM:ind,1,30
"Vilken dag kallas den "nationella bönedagen"?",NUM:date,5,39
"Var kan jag få ett fotografi av professor Randolph Quirk?",LOC:other,0,35
"Vem var den germanska religionens högsta gud?",HUM:ind,1,30
"Hur hanterar man en hungrig man?",DESC:manner,2,4
"Vem har spelat flest spel för New York Yankees?",HUM:ind,1,30
"Vilken TV-karaktär sa; ""En av dessa dagar, Alice, pow, precis i kyssaren""?",HUM:ind,1,30
"Vad heter indiern som blev premiärminister genom att slå Gandhi i valet 1977?",HUM:ind,1,30
"Vilka är böjningarna av vakna och vaknade?",ENTY:word,3,27
"Vilken chilensk president dödades i en statskupp 1973?",HUM:ind,1,30
"Vad var Einsteins IQ?",NUM:other,5,43
"Namnge den första ryska astronauten som gjorde en rymdpromenad.",HUM:ind,1,30
"Varför ser ögonen ibland röda ut på fotografier?",DESC:reason,2,5
"Vad är John C. Calhoun och Henry Clay kända för?",ENTY:termeq,3,25
"Vilka är förnamnen på det berömda man-och-fru-skådespelarteamet Lunt och Fontanne?",HUM:ind,1,30
"Vad är några bra övningar för barn att göra?",ENTY:sport,3,21
"Hur många riktiga fruktjuicer finns det i en burk Hawaiian Punch?",NUM:count,5,38
"Vad är förkortningen för National Bureau of Investigation?",ABBR:abb,4,0
"Vad är Irlands främsta flod?",LOC:other,0,35
"Vilken sjö är källan till Vita Nilen?",LOC:other,0,35
"Vilket spel spelar Garry Kasparov?",ENTY:sport,3,21
"Hur mycket väger en pudel?",NUM:weight,5,49
"Vad är sionism?",DESC:def,2,2
"Vilket kabelnätverk betecknar sig själv som "familjen underhållare"?",HUM:gr,1,29
"Hur många poäng finns det på ett Backgammon-spelbräde?",NUM:count,5,38
"Vad har du inte låtit en tennisboll göra om du volleyar?",DESC:desc,2,3
"Vilken serietidning skapades inte direkt från masstidningarna?",ENTY:cremat,3,9
"Vilken produkt är för barn och inte för dumma kaniner?",ENTY:product,3,19
"Vad mer har hakkorset stått för?",DESC:def,2,2
"Varför får folk gåshud när de får något känslomässigt att hända med dem, som när de hör ett vackert musikstycke, eller ser något vackert eller väcks av någon de älskar?",DESC:reason,2,5
"Hur många bilder tar en skivkamera?",NUM:count,5,38
"Vilka är världens 7 underverk?",ENTY:other,3,17
"När målade Theo Rousseau "Fontaine-skogen"?",NUM:date,5,39
"Hur många människor har varit Captain America?",NUM:count,5,38
"Vad menas med termen "avkastning till förfall" med hänvisning till obligationer?",DESC:def,2,2
"Vilken blev den största kontantgrödan i USA 1983 och överträffade majs?",ENTY:food,3,13
"Hur påverkade kriget 1812 Delaware?",DESC:manner,2,4
"Var är människans hud minst känslig?",ENTY:body,3,7
"Vilken president var menad för men aldrig placerad i den tomma krypten under huvudstadens rotunda?",HUM:ind,1,30
"Vilken är den största "sak" människor har gjort?",ENTY:other,3,17
"Vad är alla floder i Europa?",LOC:other,0,35
"Vem vann Superbowl i år?",HUM:gr,1,30
"Vilka fem kort utgör en perfekt Cribbage-hand?",ENTY:other,3,17
"Vilket år mördades Gandhi?",NUM:date,5,39
"Hur lång tid tar det för en skrivare att skriva ett manus som är 100 sidor långt?",NUM:period,5,45
"Vad är den fullständiga klassificeringen av en lady bug?",ENTY:animal,3,6
"Vilken ungersk kardinal var först en statsfånga och sedan en flykting i USA:s ambassad 1956-1971?",HUM:ind,1,30
"Hur många vingpar har en tsetsefluga?",NUM:count,5,38
"Vad hette fredsavtalet som infördes på Tyskland efter första världskriget?",ENTY:other,3,17
"Vilket är det femte största landet i världen?",LOC:country,0,33
"Hur lådtränar du en katt?",DESC:manner,2,4
"Hur var Teddy Roosevelt relaterad till FDR?",DESC:manner,2,4
"Vilken tidning betjänar Salt Lake City?",ENTY:cremat,3,9
"Filmen "Jaws" skapades under vilket år?",NUM:date,5,39
"Hur färdas blixt?",DESC:manner,2,4
"Vilket krydda betalar kockarna mest för?",ENTY:food,3,13
"Vem regisserade Citizen Kane?",HUM:ind,1,30
"Vad är troilism?",DESC:def,2,2
"Vilket var systerfartyget för OS?",ENTY:veh,3,26
"Vad är smeknamnet på den berömda flygaren som felaktigt flög till Irland istället för till Los Angeles?",HUM:ind,1,30
"Vad är HTML?",ABBR:exp,4,1
"Hur identifierar du primtal?",DESC:manner,2,4
"Vems speciella björns skapare föddes den 18 januari 1779?",HUM:ind,1,30
"Vilken gymnasium går Archie på?",HUM:gr,1,29
"Vilket djur migrerar längst?",ENTY:animal,3,6
"Vilken film baserades på pjäsen Everybody Comes to Rick's?",ENTY:cremat,3,9
"Varför kallar vi någon "älskling"?",DESC:reason,2,5
"Madonna hånar vilken läsk?",ENTY:food,3,13
"Vilket tv-nätverk piskade sitt sportprogram på Inga Nielsens kropp 197?",HUM:gr,1,29
"I vilket land är Lund?",LOC:country,0,33
"Vad är uppföljaren till Alice's Adventures in Wonderland?",ENTY:cremat,3,9
"Vad är huvudstaden i Seattle?",LOC:city,0,32
"Vilken italiensk ledare hade en livslång rädsla för det onda ögat?",HUM:ind,1,30
"Vilken stad i Florida ligger Sea World i?",LOC:city,0,32
"Vem sa: "Vilken föraktlig skurk stal korken från min lunch?",HUM:ind,1,30
"Vad är en vattentratt?",DESC:def,2,2
"Vad är en rädsla för maskar?",ENTY:dismed,3,11
"Vad är en kinesisk "sprutande" skål?",DESC:def,2,2
"Vad gör en kejsare?",DESC:desc,2,3
"Vilken president kysste drottningmodern på läpparna?",HUM:ind,1,30
"Var kommer tennisstjärnan Stefan Edberg ifrån?",LOC:other,0,35
"Vilken kontinent driver upp bergskedjan för verkställande kommittén?",LOC:other,0,35
"Hur lyfter de upp kranarna när de bygger höghus?",DESC:manner,2,4
"Vad fängslades Al Capone äntligen för 1931?",DESC:reason,2,5
"Vilken mat kan jag använda för att fånga en possum?",ENTY:food,3,13
"Vad var Al Capones smeknamn?",HUM:ind,1,30
"Vem var författaren till den berömda sagan "Snövit och de sju dvärgarna"?",HUM:ind,1,30
"Vad är den största staden i Tyskland?",LOC:city,0,32
"Vad är en rädsla för kolera?",ENTY:dismed,3,11
"Vilken park innehåller Firehole River och Fairy Falls?",LOC:other,0,35
"Vilken är den största ön i Västindien?",LOC:other,0,35
"Vilken delstat i New England har telefonriktnummer 27?",LOC:state,0,36
"Vad är ett exempel på en naturlig syrabasindikator?",ENTY:other,3,17
"I vilken delstat ligger Eckley?",LOC:other,0,35
"Hur hittar jag information om risimportörer i världen?",DESC:manner,2,4
"Hur mycket kostar det att få ett träd planterat genom att slå, 900, 740-TREE?",NUM:money,5,41
"Vad handlar låten Stairway to Heaven av Led Zeppelin om?",DESC:desc,2,3
"Hur krullar håret sig?",DESC:manner,2,4
"Vad skjuts och kopplas i puckelgårdar?",ENTY:other,3,17
"Hur länge lever eremitkrabbor?",NUM:period,5,45
"Vilken stad var värd för de första OS-spelen i Asien?",LOC:city,0,32
"Vad är ursprunget till förnamnet 'Breony'?",DESC:desc,2,3
"Vilken månad föddes du om din födelsesten är sardonyx?",NUM:date,5,39
"Vem kom på namnet på Harvey Wallbanger-drycken?",HUM:ind,1,30
"Vad är ursprunget till "Skönhet är i betraktarens ögon"?",DESC:desc,2,3
"Vilken läsk har inte bara sitt eget videospel utan presenterades i sin egen Marvel-serietidning?",ENTY:food,3,13
"Vilket gammalt barnprogram kallade TV-guide-författaren Jeff Greenfield "en av de mest ... subversiva TV-programmen i amerikansk historia"?",ENTY:cremat,3,9
"Madonna annonserar för vilken läsk?",ENTY:food,3,13
"Vad står A&W för root beer fame för?",ABBR:exp,4,1
"Vilken tennisterm sägs komma från det franska ordet för ägg?",ENTY:termeq,3,25
"Vad bryter en collier?",ENTY:other,3,17
"Hur mycket pengar kan en person böta för att ha en hund på stranden?",NUM:money,5,41
"Vilket ökenland gränsar till Saudiarabien, Irak och Persiska viken?",LOC:country,0,33
"Vilka är åldrarna i serietidningslingo?",ENTY:event,3,12
"Vilka slags djur finns i Kambodja?",ENTY:animal,3,6
"Vilken sydafrikansk producent hade 1988 en vinst på 836 miljoner dollar?",HUM:gr,1,29
"Vilken amerikansk skådespelerska var den första som kallades "vamp"?",HUM:ind,1,30
"Vad betyder de 12 juldagarna?",DESC:def,2,2
"Vilken John Steinbeck-roman skildrar Joad-familjen, driven från Oklahoma-dammskålen?",ENTY:cremat,3,9
"Vilket datum landade människan först på månen?",NUM:date,5,39
"Var är huvudkontoret för Eli Lilly?",LOC:other,0,35
"Hur många webbservrar finns det?",NUM:count,5,38
"Vad är den sista raden i Dickens A Christmas Carol?",DESC:desc,2,3
"Hur många träd går till papperstillverkning på ett år?",NUM:count,5,38
"Var kan jag hitta information om forskning som görs på oljeväxter genom genetik?",LOC:other,0,35
"Varför släcks glödlampor?",DESC:reason,2,5
"Av vilken anledning stängde advokatbyrån Shea & Gould sitt LA-kontor?",DESC:reason,2,5
"Hur långt är universum?",NUM:dist,5,40
"Vad är skillnaden mellan en flaska och en burk?",DESC:desc,2,3
"Vilken sjukdom är den näst största mördaren av nordamerikaner?",ENTY:dismed,3,11
"Var bodde mayaindianerna?",LOC:other,0,35
"Var föddes Poe?",LOC:other,0,35
"Vad händer med kvinnokroppen med brist på sömn och mat?",DESC:desc,2,3
"Vad är en rädsla för kristaller eller glas?",ENTY:dismed,3,11
"Namnge en produkt som styr mogningen av äpplen.",ENTY:product,3,19
"Hur många uppvärmningskast får en reliever i en basebollmatch?",NUM:count,5,38
"Var dog Dylan Thomas?",LOC:other,0,35
"Vilket vanligt boskap har det största utbudet av raser?",ENTY:animal,3,6
"I vilken film skapade Bette Davis en skandal genom att bära en vågad röd klänning till en samhällsgala?",ENTY:cremat,3,9
"Vilken sjukdom utvecklade August von Wassermann ett specifikt test för 196?",ENTY:dismed,3,11
"Vilket kortföretag säljer julprydnader?",HUM:gr,1,29
"Hur får jag reda på vilka städer som finns i ett visst riktnummer?",DESC:manner,2,4
"Vad kan kommunikationssatelliter erbjuda båtar?",ENTY:other,3,17
"Hur många Fig Newton finns det till pundet?",NUM:count,5,38
"Vem är Kinas premiär?",HUM:ind,1,30
"Vilken cigartuggande komiker observerade: "Du är bara lika gammal som den kvinna du känner"?",HUM:ind,1,30
"Hur många ben finns det i den mänskliga handen?",NUM:count,5,38
"Vilket brödföretag brukade ha klistermärken från Cisco Kid i slutet av sina paket?",HUM:gr,1,29
"Vem var Vichy Frankrikes president?",HUM:ind,1,30
"Vems kidnappning kallades århundradets brott?",HUM:ind,1,30
"Vad är väte?",DESC:def,2,2
"Vilken grupp ställde den musikaliska frågan Tror du på magi?",HUM:gr,1,29
"Vad var den högsta byggnaden i Amerika 1922?",LOC:other,0,35
"Vilken häftig blondin dök upp på omslaget till mer än fem tidningar?",HUM:ind,1,30
"Vad är rekryteringsintervjuteknik?",DESC:def,2,2
"Hur bildas en orkan?",DESC:manner,2,4
